HOST,DATE_TIME,TIMEZONE,HTTP_METHOD,TARGET,REPLY_CODE,REPLY_SIZE,REFERRER,USER_AGENT
66.249.73.151,14/12/2015 06:50:30,100,GET,/robots.txt,200,304,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
37.145.14.37,14/12/2015 06:55:56,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
37.145.14.37,14/12/2015 06:55:56,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
37.1.206.196,14/12/2015 06:56:13,100,GET,/administrator/index.php,200,4263,http://almhuette-raith.at/administrator/index.php,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.57 Safari/537.36"
37.1.206.196,14/12/2015 06:56:13,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/index.php,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.57 Safari/537.36"
37.1.206.196,14/12/2015 06:56:13,100,GET,/administrator/index.php,200,4263,http://almhuette-raith.at/administrator/index.php,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.57 Safari/537.36"
178.63.86.11,14/12/2015 06:59:21,100,GET,/robots.txt,200,304,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.5; http://www.majestic12.co.uk/bot.php?+)
178.63.86.11,14/12/2015 06:59:22,100,GET,/index.php,200,10466,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.5; http://www.majestic12.co.uk/bot.php?+)
178.63.86.11,14/12/2015 06:59:23,100,GET,/index.php?format=feed&type=atom,200,8185,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.5; http://www.majestic12.co.uk/bot.php?+)
178.63.86.11,14/12/2015 06:59:25,100,GET,/index.php?format=feed&type=rss,200,3718,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.5; http://www.majestic12.co.uk/bot.php?+)
178.63.86.11,14/12/2015 06:59:26,100,GET,/index.php?option=com_content&view=article&id=46&Itemid=54,200,8907,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.5; http://www.majestic12.co.uk/bot.php?+)
178.63.86.11,14/12/2015 06:59:27,100,GET,/index.php?option=com_content&view=article&id=49&Itemid=55,200,7923,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.5; http://www.majestic12.co.uk/bot.php?+)
178.63.86.11,14/12/2015 06:59:29,100,GET,/index.php?option=com_content&view=article&id=50&Itemid=56,200,7978,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.5; http://www.majestic12.co.uk/bot.php?+)
178.63.86.11,14/12/2015 06:59:31,100,GET,/index.php?option=com_phocagallery&view=category&id=1&Itemid=53,200,32570,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.5; http://www.majestic12.co.uk/bot.php?+)
178.63.86.11,14/12/2015 06:59:32,100,GET,/index.php?option=com_phocagallery&view=category&id=4:ferienwohnung2&Itemid=53,200,16717,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.5; http://www.majestic12.co.uk/bot.php?+)
212.95.7.138,14/12/2015 07:01:13,100,GET,/templates/_system/css/general.css,404,239,http://www.almhuette-raith.at/,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1"
83.219.151.133,14/12/2015 07:01:23,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
83.219.151.133,14/12/2015 07:01:23,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
212.95.7.138,14/12/2015 07:01:50,100,GET,/templates/_system/css/general.css,404,239,http://www.almhuette-raith.at/,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1"
212.95.7.138,14/12/2015 07:02:38,100,GET,/templates/_system/css/general.css,404,239,http://www.almhuette-raith.at/,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1"
81.177.127.28,14/12/2015 07:09:51,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
81.177.127.28,14/12/2015 07:09:51,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
194.48.218.123,14/12/2015 07:15:06,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
194.48.218.123,14/12/2015 07:15:06,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
188.186.198.167,14/12/2015 07:16:54,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
188.186.198.167,14/12/2015 07:16:54,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
178.65.71.217,14/12/2015 07:24:55,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
178.65.71.217,14/12/2015 07:24:56,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
5.139.222.12,14/12/2015 07:26:01,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
5.139.222.12,14/12/2015 07:26:01,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
62.141.121.10,14/12/2015 07:29:28,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
62.141.121.10,14/12/2015 07:29:28,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
46.0.68.27,14/12/2015 07:34:40,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
46.0.68.27,14/12/2015 07:34:40,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
194.135.16.192,14/12/2015 07:34:49,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
194.135.16.192,14/12/2015 07:34:49,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
66.249.65.20,14/12/2015 07:37:08,100,GET,/,200,10479,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
31.43.101.178,14/12/2015 07:37:45,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
31.43.101.178,14/12/2015 07:37:45,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
189.12.158.85,14/12/2015 07:39:17,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
189.12.158.85,14/12/2015 07:39:17,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
77.243.115.178,14/12/2015 07:44:00,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
77.243.115.178,14/12/2015 07:44:00,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
95.72.236.86,14/12/2015 07:48:02,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
95.72.236.86,14/12/2015 07:48:02,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
92.252.169.184,14/12/2015 07:48:25,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
92.252.169.184,14/12/2015 07:48:25,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
79.111.88.247,14/12/2015 07:48:49,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
79.111.88.247,14/12/2015 07:48:50,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
66.249.73.160,14/12/2015 07:50:05,100,GET,/,200,10439,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
89.28.162.57,14/12/2015 07:50:27,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
89.28.162.57,14/12/2015 07:50:27,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
217.74.175.196,14/12/2015 07:50:43,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
217.74.175.196,14/12/2015 07:50:43,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
52.192.103.119,14/12/2015 07:51:17,100,GET,/apache-log/access.log,200,391444,http://www.almhuette-raith.at/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Maxthon/4.4.4.600 Chrome/30.0.1599.101 Safari/537.36"
188.162.229.109,14/12/2015 07:56:14,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
188.162.229.109,14/12/2015 07:56:14,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
177.99.42.35,14/12/2015 08:01:55,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
177.99.42.35,14/12/2015 08:01:56,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
87.255.246.50,14/12/2015 08:07:03,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
87.255.246.50,14/12/2015 08:07:03,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
37.145.14.37,14/12/2015 08:08:19,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
37.145.14.37,14/12/2015 08:08:19,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
5.175.89.172,14/12/2015 08:12:16,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
5.175.89.172,14/12/2015 08:12:16,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
85.115.248.207,14/12/2015 08:20:33,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
85.115.248.207,14/12/2015 08:20:33,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
46.72.202.185,14/12/2015 08:20:49,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
46.72.202.185,14/12/2015 08:20:49,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
5.142.20.249,14/12/2015 08:20:57,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
5.142.20.249,14/12/2015 08:20:58,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
136.169.192.90,14/12/2015 08:30:15,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
136.169.192.90,14/12/2015 08:30:16,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
31.173.80.225,14/12/2015 08:30:23,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
31.173.80.225,14/12/2015 08:30:23,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
37.1.206.196,14/12/2015 08:33:07,100,GET,/administrator/index.php,200,4263,http://almhuette-raith.at/administrator/index.php,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.57 Safari/537.36"
37.1.206.196,14/12/2015 08:33:08,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/index.php,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.57 Safari/537.36"
37.1.206.196,14/12/2015 08:33:09,100,GET,/administrator/index.php,200,4263,http://almhuette-raith.at/administrator/index.php,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.57 Safari/537.36"
77.79.167.196,14/12/2015 08:39:24,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
77.79.167.196,14/12/2015 08:39:24,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
77.35.53.1,14/12/2015 08:40:56,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
77.35.53.1,14/12/2015 08:40:56,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
46.172.112.180,14/12/2015 08:46:00,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
46.172.112.180,14/12/2015 08:46:00,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
185.103.26.14,14/12/2015 08:47:45,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
185.103.26.14,14/12/2015 08:47:45,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
91.218.92.2,14/12/2015 08:49:48,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
91.218.92.2,14/12/2015 08:49:48,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
62.133.162.64,14/12/2015 08:51:28,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
62.133.162.64,14/12/2015 08:51:28,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
91.214.187.254,14/12/2015 08:51:41,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
91.214.187.254,14/12/2015 08:51:41,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
188.191.175.171,14/12/2015 09:03:25,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
188.191.175.171,14/12/2015 09:03:25,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
128.75.146.1,14/12/2015 09:03:50,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
128.75.146.1,14/12/2015 09:03:50,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
5.140.164.122,14/12/2015 09:08:47,100,GET,/administrator/,200,4250,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
5.140.164.122,14/12/2015 09:08:47,100,POST,/administrator/index.php,200,4481,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
90.154.72.113,14/12/2015 09:09:45,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
90.154.72.113,14/12/2015 09:09:46,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
189.12.151.87,14/12/2015 09:14:15,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
189.12.151.87,14/12/2015 09:14:16,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
77.79.167.196,14/12/2015 09:14:45,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
77.79.167.196,14/12/2015 09:14:45,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
178.136.213.198,14/12/2015 09:17:07,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
178.136.213.198,14/12/2015 09:17:07,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
95.78.35.50,14/12/2015 09:22:32,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
91.105.177.138,14/12/2015 09:23:00,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
91.105.177.138,14/12/2015 09:23:00,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
95.29.207.180,14/12/2015 09:23:42,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
95.29.207.180,14/12/2015 09:23:42,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
79.172.85.23,14/12/2015 09:24:32,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
79.172.85.23,14/12/2015 09:24:32,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
212.7.217.50,14/12/2015 09:27:05,100,GET,/administrator/,200,4267,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/535.24 (KHTML, like Gecko) Chrome/19.0.1055.1 Safari/535.24"
212.7.217.50,14/12/2015 09:27:06,100,POST,/administrator/index.php,200,4498,http://www.almhuette-raith.at/administrator/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/535.24 (KHTML, like Gecko) Chrome/19.0.1055.1 Safari/535.24"
85.26.234.254,14/12/2015 09:29:47,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
85.26.234.254,14/12/2015 09:29:48,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
176.126.31.40,14/12/2015 09:40:03,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
176.126.31.40,14/12/2015 09:40:03,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
62.133.162.64,14/12/2015 09:49:35,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
62.133.162.64,14/12/2015 09:49:35,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
66.249.65.28,14/12/2015 09:51:49,100,GET,/,200,10479,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
37.1.206.196,14/12/2015 09:53:20,100,GET,/administrator/index.php,200,4263,http://almhuette-raith.at/administrator/index.php,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.57 Safari/537.36"
37.1.206.196,14/12/2015 09:53:20,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/index.php,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.57 Safari/537.36"
37.1.206.196,14/12/2015 09:53:20,100,GET,/administrator/index.php,200,4263,http://almhuette-raith.at/administrator/index.php,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.57 Safari/537.36"
213.234.14.220,14/12/2015 09:54:33,100,GET,/administrator/,200,4263,-,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
213.234.14.220,14/12/2015 09:54:33,100,POST,/administrator/index.php,200,4494,http://almhuette-raith.at/administrator/,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0
46.4.123.172,14/12/2015 09:55:31,100,GET,/robots.txt,200,304,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.5; http://www.majestic12.co.uk/bot.php?+)
46.4.123.172,14/12/2015 09:55:33,100,GET,/index.php,200,10426,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.5; http://www.majestic12.co.uk/bot.php?+)
46.4.123.172,14/12/2015 09:55:35,100,GET,/index.php?format=feed&type=atom,200,8125,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.5; http://www.majestic12.co.uk/bot.php?+)
46.4.123.172,14/12/2015 09:55:37,100,GET,/index.php?format=feed&type=rss,200,3682,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.5; http://www.majestic12.co.uk/bot.php?+)
46.4.123.172,14/12/2015 09:55:38,100,GET,/index.php?option=com_content&view=article&id=47:almhuette-raith&catid=34:raith,200,8355,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.5; http://www.majestic12.co.uk/bot.php?+)
46.4.123.172,14/12/2015 09:55:40,100,GET,/index.php?option=com_content&view=article&id=48:3d-panorama,200,6811,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.5; http://www.majestic12.co.uk/bot.php?+)
46.4.123.172,14/12/2015 09:55:41,100,GET,/index.php?option=com_content&view=frontpage,200,9591,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.5; http://www.majestic12.co.uk/bot.php?+)
46.4.123.172,14/12/2015 09:55:43,100,GET,/index.php?option=com_content&view=frontpage&format=feed&type=atom,200,8165,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.5; http://www.majestic12.co.uk/bot.php?+)
46.4.123.172,14/12/2015 09:55:44,100,GET,/index.php?option=com_content&view=frontpage&format=feed&type=rss,200,3680,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.5; http://www.majestic12.co.uk/bot.php?+)
46.4.123.172,14/12/2015 09:55:47,100,GET,/index.php?option=com_phocagallery&view=category&id=1:almhuette-raith&Itemid=53&limitstart=20,200,15449,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.5; http://www.majestic12.co.uk/bot.php?+)
46.4.123.172,14/12/2015 09:55:50,100,GET,/index.php?option=com_phocagallery&view=category&id=2:winterfotos&Itemid=53,200,30605,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.5; http://www.majestic12.co.uk/bot.php?+)
46.4.123.172,14/12/2015 09:55:52,100,GET,/index.php?option=com_phocagallery&view=category&id=3:almhuette-raith&Itemid=53,200,10805,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.5; http://www.majestic12.co.uk/bot.php?+)
